,Median_income,"Income_Less_than_$10,000","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999","Income_$10,000_14,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $5,000 to $9,999","Income_$100,000_149,999",Some_other_race_alone_percent,"Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999","Occupied housing units; Estimate; Occupied housing units - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - $150,000 or more"
322,14321.0,28.4,0.5,25.1,20.3,0.5,0.333785282879,2.5,0.0
323,41058.0,9.0,7.5,8.3,1.8,7.5,0.178851584562,19.5,0.8
324,38500.0,14.4,5.5,8.0,9.3,5.5,0.122409823484,17.3,0.0
325,32713.0,15.6,3.6,5.5,11.0,3.6,0.134792203016,2.2,4.9
326,51111.0,6.4,10.7,5.3,4.2,10.7,0.0697484148088,11.9,4.4
327,46750.0,10.3,13.0,5.2,3.5,13.0,0.331961591221,10.2,6.4
328,37764.0,12.6,11.4,8.0,11.4,11.4,0.27811550152,7.7,3.4
329,29309.0,17.7,2.9,12.0,12.7,2.9,0.195748031496,9.6,2.3
330,55071.0,10.0,5.7,1.1,6.6,5.7,0.151320025757,18.4,5.5
331,36091.0,8.3,9.7,9.3,3.5,9.7,0.101091429594,8.7,6.8
332,28321.0,9.6,6.0,9.9,4.1,6.0,0.039893109372,6.8,0.5
333,31271.0,8.0,3.3,6.0,6.1,3.3,0.0170484816196,4.1,6.5
334,38510.0,7.1,9.2,7.8,1.6,9.2,0.0672916666667,9.4,7.2
335,38099.0,6.3,12.3,8.6,6.3,12.3,0.205818497612,2.9,0.0
336,27042.0,18.4,7.1,13.2,13.9,7.1,0.242581482082,9.5,0.0
337,38878.0,5.1,8.9,2.1,1.5,8.9,0.0499662390277,11.6,1.6
338,28411.0,14.8,3.9,16.8,7.6,3.9,0.0392874572962,6.6,5.5
339,61673.0,2.4,7.1,3.1,0.0,7.1,0.280200694712,11.7,5.2
340,41023.0,7.6,8.7,7.1,0.0,8.7,0.0587241233629,5.6,2.2
341,28636.0,22.1,21.5,12.4,10.7,21.5,0.0,0.0,0.0
342,55357.0,3.8,12.5,13.8,2.6,12.5,0.30989010989,16.9,7.9
343,39004.0,7.6,6.1,14.1,7.0,6.1,0.231820008035,9.4,2.5
344,23968.0,31.6,9.6,4.6,23.1,9.6,0.306087936866,3.7,4.9
345,52500.0,5.8,19.8,5.2,2.8,19.8,0.0150631681244,12.5,0.1
346,88319.0,5.9,19.5,2.9,3.6,19.5,0.134683098592,19.9,22.8
347,87353.0,3.6,21.1,0.5,0.7,21.1,0.0327421555252,7.9,25.1
348,46813.0,12.1,6.3,0.4,7.2,6.3,0.0924596050269,9.2,6.0
349,88958.0,4.0,20.0,2.6,3.5,20.0,0.113337786684,12.5,25.1
350,37093.0,1.1,9.9,6.3,0.0,9.9,0.043583535109,6.9,4.2
351,88945.0,1.3,18.6,5.5,0.6,18.6,0.00638036809816,14.6,28.8
352,69688.0,7.0,26.8,3.4,2.0,26.8,0.0429027841168,7.5,13.3
353,87036.0,4.5,15.7,0.7,3.8,15.7,0.0834042553191,13.0,28.4
354,67097.0,6.0,15.7,1.1,2.2,15.7,0.0788282924506,14.4,12.0
355,62578.0,8.9,17.0,11.0,5.5,17.0,0.211664641555,14.6,14.9
356,52222.0,9.9,14.1,5.5,4.4,14.1,0.0349502862308,7.6,9.8
357,58214.0,3.7,18.5,3.7,0.9,18.5,0.106227915194,7.4,17.7
358,61389.0,11.6,24.1,3.3,8.8,24.1,0.0256756756757,10.9,6.5
359,69538.0,8.4,13.7,10.3,4.0,13.7,0.169123065586,9.5,23.2
360,50449.0,6.0,9.6,1.9,4.3,9.6,0.0495710200191,7.9,10.9
361,53311.0,6.7,13.7,3.1,3.1,13.7,0.299533799534,15.4,4.1
362,48545.0,6.7,12.0,6.6,4.1,12.0,0.257071167883,14.0,9.0
363,55907.0,3.8,3.2,3.2,1.3,3.2,0.227586206897,13.9,12.1
364,91538.0,1.2,38.5,3.7,1.2,38.5,0.0,17.9,3.3
365,77083.0,8.5,27.0,4.0,3.1,27.0,0.146127432278,9.6,15.2
366,62286.0,8.1,15.0,4.2,5.2,15.0,0.0,15.8,10.8
367,118295.0,1.2,22.9,3.8,0.0,22.9,0.111450740654,9.8,38.4
368,102344.0,1.9,26.8,1.3,1.9,26.8,0.00766283524904,11.2,27.3
369,99615.0,5.7,26.9,0.0,1.6,26.9,0.00709421112372,15.2,22.9
370,105144.0,7.1,13.0,4.1,7.1,13.0,0.0190453230473,11.2,37.5
371,98162.0,4.0,23.1,5.9,2.4,23.1,0.0315969257045,14.6,25.6
372,49179.0,9.8,10.9,7.3,4.3,10.9,0.0835082808491,9.9,3.9
373,98859.0,3.7,24.9,3.3,2.1,24.9,0.145962732919,11.1,24.3
374,84577.0,3.0,13.2,1.2,3.0,13.2,0.0573038985439,22.7,22.5
375,74398.0,7.2,14.4,1.3,2.8,14.4,0.0596598829105,17.0,18.1
376,73125.0,0.0,9.6,0.0,0.0,9.6,0.0559322033898,22.3,5.4
377,116885.0,1.5,19.9,0.0,0.0,19.9,0.0,12.6,40.9
378,113477.0,7.5,25.9,0.0,2.7,25.9,0.0214285714286,12.2,34.4
379,63594.0,1.4,23.2,7.9,0.0,23.2,0.0137559808612,14.8,8.9
380,74544.0,7.7,14.6,2.7,5.5,14.6,0.165444172779,15.5,18.7
381,54617.0,6.7,16.6,2.9,3.0,16.6,0.0376063683777,9.7,10.9
382,96646.0,1.6,21.7,0.0,1.6,21.7,0.0,9.2,27.0
383,61563.0,7.7,23.6,9.9,7.7,23.6,0.0,11.7,6.2
384,50040.0,4.1,10.7,2.9,0.0,10.7,0.0306441525954,8.5,15.4
385,57178.1090089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
386,35705.0,4.8,17.4,10.7,3.4,17.4,0.015562248996,7.9,1.1
387,51941.0,11.7,6.1,12.2,6.2,6.1,0.0288239815527,14.6,7.1
388,40610.0,13.3,9.7,10.5,9.2,9.7,0.121417404898,10.4,11.8
389,36406.0,12.4,4.3,1.9,5.4,4.3,0.217865666553,8.0,4.5
390,64734.0,7.7,9.1,5.4,7.2,9.1,0.102980373152,12.3,20.9
391,36932.0,4.0,5.7,3.5,2.9,5.7,0.0302824089826,10.3,1.8
392,77375.0,8.4,17.7,3.5,1.8,17.7,0.0537840952747,9.7,24.3
393,41574.0,6.8,11.1,7.3,4.4,11.1,0.0208136234626,18.0,4.2
394,18258.0,38.4,1.9,8.4,20.4,1.9,0.150579150579,1.4,0.0
395,36250.0,7.7,13.4,19.9,5.3,13.4,0.108268887567,7.4,9.6
396,35455.0,29.0,14.8,8.7,20.7,14.8,0.202928870293,15.2,6.5
397,68452.0,2.9,19.9,5.3,2.9,19.9,0.00989151244416,15.8,9.9
398,39718.0,5.6,6.1,2.2,3.7,6.1,0.0500561167228,7.3,2.6
399,47064.0,21.8,11.6,4.4,7.4,11.6,0.224186046512,13.7,5.5
400,34914.0,6.2,7.9,17.0,1.4,7.9,0.112550607287,9.4,1.5
401,42109.0,10.4,10.1,9.2,4.7,10.1,0.0385275308064,7.4,3.6
402,28214.0,20.4,7.8,9.1,18.5,7.8,0.0429358862779,8.7,7.6
403,48384.0,12.2,2.1,1.3,6.7,2.1,0.0408868413475,17.0,9.8
404,45152.0,7.5,6.6,5.2,2.9,6.6,0.22869022869,11.9,2.1
405,68581.0,8.6,20.7,2.4,4.1,20.7,0.0859635617141,10.7,16.2
406,38077.0,20.6,5.6,6.2,12.5,5.6,0.0458248472505,13.5,10.9
407,60437.0,10.6,19.2,6.0,5.1,19.2,0.0830833833233,8.4,14.6
408,50106.0,4.1,7.5,5.5,1.3,7.5,0.123723041998,8.0,7.0
409,73974.0,5.4,18.0,1.9,5.0,18.0,0.0109447004608,22.2,8.9
410,77909.0,2.7,18.6,0.0,2.7,18.6,0.0106621773288,15.1,17.8
411,44569.0,18.0,11.1,11.9,13.8,11.1,0.28165374677,13.3,11.1
412,59205.0,1.4,7.9,11.3,1.4,7.9,0.0,11.3,17.0
413,62350.0,3.0,22.2,6.3,3.0,22.2,0.0446949086669,8.3,10.7
414,64545.0,9.1,17.3,0.0,4.2,17.3,0.0,10.2,15.0
415,93676.0,6.0,13.3,0.6,4.3,13.3,0.0299390462531,19.3,28.3
416,50486.0,6.2,6.8,4.0,1.7,6.8,0.0,17.2,11.1
417,51047.0,11.7,8.3,3.3,10.1,8.3,0.0430635050422,9.0,13.3
418,45882.0,7.6,14.5,11.1,5.6,14.5,0.0105708245243,4.5,3.1
419,43661.0,7.8,7.2,10.8,4.7,7.2,0.0740820734341,10.9,0.3
420,23981.0,21.6,0.0,3.4,13.8,0.0,0.0829938900204,5.0,14.8
421,59400.0,8.4,17.9,3.9,5.1,17.9,0.0498307634449,11.9,9.8
422,41724.0,7.1,9.3,6.3,3.8,9.3,0.0,5.3,3.1
423,34384.0,15.7,5.1,5.6,12.2,5.1,0.182852991039,9.1,4.2
424,32005.0,5.5,2.7,7.2,2.7,2.7,0.0782773564464,6.8,5.4
425,30985.0,16.2,12.3,16.3,7.2,12.3,0.0211611502984,3.9,3.6
426,30054.0,11.9,2.1,14.2,7.0,2.1,0.0556410820321,5.5,0.2
427,37745.0,22.0,10.5,7.1,15.1,10.5,0.0834242093784,5.7,6.5
428,25534.0,12.7,3.9,15.5,7.5,3.9,0.0,5.3,7.7
429,36643.0,8.2,11.3,8.8,4.5,11.3,0.03505075656,6.7,0.0
430,48264.0,3.7,3.0,9.1,3.7,3.0,0.546671490593,7.8,6.4
431,37074.0,17.8,4.8,9.5,11.0,4.8,0.040136312003,9.6,7.1
432,43644.0,6.7,16.1,5.4,6.7,16.1,0.0688213987183,12.1,0.0
433,43269.0,11.9,5.1,10.5,5.6,5.1,0.0881852230167,7.4,4.1
434,27083.0,9.6,4.3,19.4,6.6,4.3,0.144111192392,3.8,1.7
435,57031.0,13.3,13.9,5.1,6.0,13.9,0.0,15.3,11.8
436,27257.0,10.7,3.8,17.5,9.2,3.8,0.0398671096346,3.8,2.3
437,36344.0,16.8,7.7,6.8,6.1,7.7,0.073458341388,7.4,2.6
438,37738.0,14.2,12.4,8.7,11.3,12.4,0.0042042042042,2.6,6.4
439,45192.0,14.3,9.6,4.6,5.4,9.6,0.146255850234,8.6,7.2
440,30000.0,17.0,7.2,12.5,11.0,7.2,0.0,8.2,2.7
441,33100.0,12.7,8.0,14.4,7.5,8.0,0.0211184982401,12.6,4.6
442,35529.0,7.6,6.8,15.4,4.9,6.8,0.0632802410676,9.1,4.7
443,39426.0,19.2,14.0,6.5,12.7,14.0,0.102528089888,7.8,7.7
444,41214.0,8.3,5.3,3.1,8.3,5.3,0.0426116838488,16.3,13.0
445,26205.0,22.4,9.4,11.3,13.6,9.4,0.0147898287494,9.2,3.8
446,36685.0,6.6,5.1,4.6,5.5,5.1,0.0381000762002,12.0,6.1
447,40511.0,9.8,5.5,9.3,4.2,5.5,0.0471747019181,11.8,4.3
448,45500.0,6.5,5.4,6.7,5.4,5.4,0.0391576176374,6.3,9.5
449,35972.0,14.1,13.7,12.0,4.8,13.7,0.00513059701493,3.6,1.5
450,43063.0,15.1,10.7,6.3,5.7,10.7,0.0329113924051,1.6,7.4
451,38693.0,16.9,5.8,7.4,8.1,5.8,0.0949745406243,11.4,7.5
452,62745.0,2.2,15.3,0.0,2.2,15.3,0.0320699708455,24.4,2.2
453,27788.0,18.5,1.9,9.5,13.6,1.9,0.0784641068447,6.2,0.6
454,39931.0,8.8,9.7,13.5,5.3,9.7,0.0366770584999,8.6,1.3
455,43641.0,12.3,7.8,1.5,3.5,7.8,0.131048387097,9.1,0.9
456,45042.0,9.7,10.0,7.0,7.8,10.0,0.0415355569541,11.5,2.8
457,17290.0,30.2,2.3,11.9,21.4,2.3,0.280708436488,3.2,0.0
458,37583.0,10.3,9.0,10.8,6.4,9.0,0.00397189123129,14.1,7.1
459,28571.0,32.5,16.7,5.3,24.0,16.7,0.30826369545,11.1,0.0
460,39318.0,8.1,7.9,9.3,3.4,7.9,0.0197188598204,7.2,6.4
461,26014.0,20.9,4.4,16.3,7.8,4.4,0.22492917847,1.7,7.5
462,18269.0,28.5,3.8,12.0,19.9,3.8,0.243915485424,1.1,0.0
463,44063.0,4.0,12.9,7.0,4.0,12.9,0.0227272727273,11.7,5.0
464,28214.0,23.5,2.7,9.4,15.5,2.7,0.127206771463,7.1,4.3
465,41591.0,5.3,6.4,1.5,5.3,6.4,0.0995633187773,11.3,10.1
466,35859.0,9.7,8.3,17.1,6.4,8.3,0.0688073394495,9.0,0.0
467,44344.0,11.2,6.5,9.5,7.2,6.5,0.0490053372149,7.1,4.3
468,38700.0,13.0,5.6,11.9,5.0,5.6,0.0843467011643,11.9,4.1
469,53718.0,8.6,10.0,2.9,6.4,10.0,0.0,11.7,9.8
470,54663.0,15.3,8.1,3.9,7.5,8.1,0.024962014326,18.9,4.9
471,46389.0,6.5,10.4,8.2,6.5,10.4,0.0253901700443,10.4,8.3
472,18022.0,23.8,6.2,12.3,4.5,6.2,0.110166059133,10.3,2.3
473,29681.0,10.3,10.3,19.6,5.6,10.3,0.00454316002019,8.0,6.6
474,30714.0,17.6,3.0,18.5,12.4,3.0,0.0220677146312,6.5,4.8
475,41648.0,24.1,3.4,3.0,10.2,3.4,0.0625613346418,9.5,5.3
476,42057.0,10.9,14.3,2.1,7.2,14.3,0.028,11.5,2.6
477,45972.0,7.6,7.2,3.2,3.5,7.2,0.0604640785364,18.5,4.7
478,33594.0,7.5,7.6,8.7,5.4,7.6,0.0976542580316,5.0,4.3
479,30385.0,24.4,5.9,4.3,12.8,5.9,0.0519733185103,7.8,3.9
480,36713.0,10.3,5.0,7.3,8.2,5.0,0.0,12.6,2.1
481,35809.0,10.6,9.2,11.6,4.9,9.2,0.0877967973495,9.8,4.2
482,55652.0,1.6,14.6,13.2,0.0,14.6,0.0680351906158,10.7,3.6
483,17500.0,29.4,3.9,15.6,15.2,3.9,0.173985086993,7.4,0.9
484,37542.0,14.1,8.2,6.4,8.1,8.2,0.0157027958637,16.6,1.8
485,19496.0,31.7,4.9,11.4,14.2,4.9,0.239779282669,5.8,1.4
486,36919.0,8.6,8.1,8.5,5.0,8.1,0.116725209403,7.5,1.2
487,35385.0,0.0,35.2,0.0,0.0,35.2,0.3653217012,0.0,0.0
488,15769.0,32.8,0.0,14.1,23.4,0.0,0.106850117096,0.0,1.7
489,26636.0,19.0,3.8,18.7,13.7,3.8,0.0713696369637,7.9,3.1
490,22108.0,29.6,7.5,0.7,22.5,7.5,0.322769230769,10.0,0.0
491,29700.0,11.2,12.7,10.8,10.6,12.7,0.130047340574,6.2,2.6
492,25745.0,22.2,4.2,11.9,14.4,4.2,0.104587155963,10.6,0.7
493,33354.0,9.1,4.4,12.9,6.0,4.4,0.03146374829,10.0,2.0
494,33401.0,13.2,10.1,13.3,2.2,10.1,0.0346184107002,4.7,3.6
495,29527.0,5.6,6.7,17.1,5.6,6.7,0.0261531145982,9.2,5.6
496,28295.0,17.3,5.8,8.4,11.3,5.8,0.0339514978602,9.2,1.6
497,29447.0,7.8,6.5,5.0,6.3,6.5,0.00515907136715,10.0,1.5
498,50466.0,18.0,16.8,5.3,8.2,16.8,0.0546511627907,11.9,8.1
499,42712.0,7.0,7.4,9.6,5.8,7.4,0.0399736437514,10.2,5.5
500,55876.0,13.4,8.4,3.9,8.9,8.4,0.0275662903649,17.1,8.6
501,46667.0,8.8,7.5,5.5,7.9,7.5,0.0421919217906,17.7,5.3
502,38548.0,25.2,2.2,3.3,18.7,2.2,0.0680190930788,17.1,0.0
503,42041.0,5.5,4.2,7.9,4.1,4.2,0.0547210300429,9.6,5.4
504,39242.0,15.7,10.9,4.4,8.1,10.9,0.0961386918834,4.4,9.9
505,44069.0,7.5,9.5,3.7,3.0,9.5,0.0349962769918,12.0,6.3
506,19580.0,32.3,6.0,8.1,18.9,6.0,0.0606988013262,8.0,0.0
507,34958.0,11.5,2.5,9.5,8.2,2.5,0.0280210157618,15.5,2.9
508,40221.0,6.8,12.6,9.7,4.0,12.6,0.0162209557212,14.5,2.9
509,13250.0,32.4,2.6,20.4,19.7,2.6,0.0599461158509,5.0,1.5
510,28587.0,11.4,11.5,8.0,8.4,11.5,0.0,3.4,0.0
511,32330.0,19.1,1.8,6.5,4.7,1.8,0.0602189781022,7.3,0.0
512,37715.0,19.2,8.1,7.4,9.3,8.1,0.0277447483155,4.3,2.2
513,28820.0,20.2,2.9,8.4,10.7,2.9,0.0204168438962,12.6,0.8
514,43707.0,7.2,14.9,9.7,5.6,14.9,0.0450093283582,9.7,6.0
515,32993.0,12.6,6.6,6.5,6.0,6.6,0.0586080586081,5.5,0.0
516,32455.0,17.7,6.9,8.3,8.9,6.9,0.0,7.0,3.4
517,37969.0,16.9,13.7,8.1,3.6,13.7,0.0567375886525,16.1,2.0
518,33318.0,17.2,8.2,2.0,10.5,8.2,0.0250651041667,8.2,1.8
519,39162.0,16.6,8.2,4.3,6.2,8.2,0.0761955745896,9.0,2.7
520,38836.0,11.9,9.7,6.9,4.9,9.7,0.09200968523,9.9,2.1
521,33327.0,11.3,2.5,9.1,3.8,2.5,0.024099970247,11.9,4.2
522,28718.0,20.7,2.0,7.1,13.4,2.0,0.139833226427,3.7,2.0
523,39254.0,9.8,5.3,5.3,3.9,5.3,0.0623167155425,11.6,3.0
524,36888.0,8.2,12.9,10.2,7.4,12.9,0.0953172623996,12.9,1.0
525,35350.0,13.1,8.1,7.1,7.3,8.1,0.0111354145953,9.6,1.7
526,20960.0,22.6,2.8,14.3,16.8,2.8,0.0468815403935,6.5,0.0
527,35625.0,10.0,9.7,7.7,7.2,9.7,0.00201297248938,7.0,4.0
528,40435.0,17.9,9.5,7.5,7.3,9.5,0.0250701965503,14.6,7.1
529,50441.0,11.6,10.4,1.0,8.4,10.4,0.0305369127517,11.6,9.0
530,56250.0,13.2,10.9,6.5,7.4,10.9,0.0,9.6,14.0
531,50661.0,10.8,14.1,7.3,4.6,14.1,0.0614990390775,10.3,6.7
532,27500.0,20.1,5.5,7.3,13.9,5.5,0.0685057471264,9.6,2.1
533,23775.0,20.8,1.7,21.3,18.0,1.7,0.144550669216,3.3,0.0
534,38486.0,13.6,5.6,10.4,4.0,5.6,0.0225865209472,12.3,1.5
535,16452.0,38.7,0.4,10.6,28.4,0.4,0.0893225448199,6.4,0.0
536,16582.0,40.1,2.1,8.3,19.5,2.1,0.0663908996898,5.2,0.9
537,41367.0,12.7,7.5,8.0,4.6,7.5,0.0221061093248,10.6,7.2
538,26589.0,32.0,3.6,3.5,16.7,3.6,0.0620393120393,4.5,0.0
539,32188.0,19.1,4.2,9.3,9.7,4.2,0.0889289223714,5.2,3.9
540,42986.0,6.8,7.3,8.4,6.8,7.3,0.0,6.8,0.7
541,35484.0,16.8,9.2,10.2,8.4,9.2,0.0921000396983,4.4,0.6
542,9083.0,68.8,0.0,21.8,57.3,0.0,0.128720836685,0.0,0.0
543,34658.0,19.9,7.0,4.8,12.3,7.0,0.0963015901376,5.8,3.3
544,40968.0,12.0,9.0,11.2,8.6,9.0,0.0,9.2,1.3
545,34225.0,13.2,6.3,10.1,7.9,6.3,0.0854178247174,7.6,3.4
546,17188.0,35.6,0.0,13.6,16.1,0.0,0.0196629213483,0.0,2.6
547,19599.0,38.1,2.5,5.1,14.1,2.5,0.0444595282539,4.9,0.5
548,19018.0,29.7,3.7,18.3,28.3,3.7,0.0,12.6,3.1
549,13429.0,37.7,1.2,24.7,26.6,1.2,0.00421496311907,2.1,3.1
550,16935.0,30.0,2.9,14.6,13.0,2.9,0.185540069686,4.4,0.0
551,32902.0,15.1,5.0,13.6,4.3,5.0,0.0795043882292,6.6,8.2
552,32813.0,22.6,3.1,6.2,11.2,3.1,0.065490430622,12.2,3.7
553,32598.0,21.9,4.4,9.4,13.6,4.4,0.0,7.2,1.5
554,28837.0,19.1,4.5,13.4,10.5,4.5,0.161181026137,10.0,0.6
555,54482.0,6.9,18.6,3.2,6.9,18.6,0.267631103074,0.0,0.0
556,49018.0,14.1,12.3,5.9,10.8,12.3,0.134371257485,15.8,6.8
557,39659.0,12.4,4.1,4.8,3.0,4.1,0.352888888889,10.6,2.8
558,23233.0,30.4,4.8,8.5,11.5,4.8,0.132079597638,3.8,0.8
559,55948.0,4.9,16.0,5.8,1.3,16.0,0.026,15.4,10.1
560,36127.0,15.2,6.5,6.3,7.1,6.5,0.0794701986755,7.0,4.5
561,24884.0,27.0,6.6,11.0,15.0,6.6,0.147854954035,3.1,2.3
562,41046.0,16.7,8.4,1.8,12.1,8.4,0.0888542478566,11.6,4.4
563,42635.0,22.5,9.8,3.0,10.0,9.8,0.0989069581445,8.2,5.1
564,47681.0,14.4,7.0,5.7,6.6,7.0,0.0871583290356,8.2,2.7
565,31063.0,17.5,3.2,9.9,7.7,3.2,0.109809326901,5.5,0.3
566,25414.0,18.1,1.6,13.4,13.3,1.6,0.186573989391,2.8,0.3
567,36811.0,16.0,6.2,3.7,4.2,6.2,0.138601363292,12.5,6.2
568,27412.0,27.8,4.1,6.1,16.2,4.1,0.00363306085377,11.9,2.2
569,42865.0,11.9,5.2,0.9,8.2,5.2,0.0475254015077,13.8,10.6
570,42539.0,14.9,19.0,6.6,7.5,19.0,0.0797908615594,5.1,4.9
571,42465.0,8.0,9.0,8.9,4.8,9.0,0.0156296077853,14.5,2.5
572,30435.0,19.7,2.9,14.7,9.6,2.9,0.57734204793,7.1,3.7
573,66183.0,1.0,12.6,5.5,1.0,12.6,0.0,18.2,8.6
574,35060.0,13.9,4.8,8.1,5.8,4.8,0.465733763904,8.9,1.4
575,30550.0,12.1,4.2,10.3,9.5,4.2,0.0,9.8,2.5
576,29193.0,13.6,9.6,14.9,10.4,9.6,0.423863636364,8.9,1.5
577,48565.0,10.3,18.2,1.1,4.2,18.2,0.0179910044978,2.9,4.2
578,26016.0,29.3,11.9,9.9,17.6,11.9,0.261460101868,7.7,0.9
579,59013.0,6.9,14.7,0.0,2.9,14.7,0.00632625395391,3.9,16.1
580,32410.0,8.3,8.6,4.2,3.8,8.6,0.226268656716,15.3,0.0
581,34274.0,5.7,5.2,8.1,2.8,5.2,0.130172760145,19.3,2.3
582,26318.0,21.7,8.8,9.8,17.1,8.8,0.296477495108,2.7,1.7
583,35040.0,18.2,6.2,13.4,15.4,6.2,0.0698902885006,11.6,0.0
584,30400.0,16.8,4.6,8.2,11.3,4.6,0.308451079712,5.9,0.0
585,49808.0,6.7,10.9,7.4,5.7,10.9,0.100994644223,20.8,6.4
586,39736.0,16.0,13.5,14.3,8.1,13.5,0.145466622385,14.0,0.1
587,65278.0,5.9,25.6,5.4,5.0,25.6,0.0,3.5,9.9
588,41685.0,0.0,4.6,5.8,0.0,4.6,0.185096153846,17.7,0.0
589,48393.0,8.7,8.6,4.4,4.5,8.6,0.0193164933135,10.2,6.4
590,38438.0,11.3,8.0,0.7,3.9,8.0,0.0,12.0,3.9
591,33900.0,8.8,8.5,0.8,4.7,8.5,0.532436708861,5.3,0.0
592,39444.0,9.5,15.3,13.5,2.1,15.3,0.0317273795535,6.5,6.4
593,34781.0,24.8,5.7,9.5,8.6,5.7,0.187735849057,7.0,1.0
594,47861.0,4.0,6.2,6.3,3.2,6.2,0.0423676012461,9.5,8.2
595,34530.0,19.2,4.7,2.1,10.6,4.7,0.416563658838,13.4,3.8
596,50697.0,5.2,18.6,0.0,2.5,18.6,0.0978172999192,16.3,0.0
597,34395.0,8.3,9.7,9.0,3.6,9.7,0.0,13.8,8.5
598,34271.0,16.1,6.0,12.9,7.2,6.0,0.303939962477,11.3,0.3
599,38889.0,18.7,3.7,5.3,11.7,3.7,0.00293255131965,13.4,4.2
600,23630.0,26.9,1.6,9.6,14.7,1.6,0.463878326996,0.5,0.0
601,32479.0,20.8,6.8,1.4,15.5,6.8,0.00486854917235,7.5,6.6
602,27404.0,27.1,8.7,5.5,19.2,8.7,0.485737571312,3.6,0.9
603,58300.0,0.0,18.0,13.1,0.0,18.0,0.0651223776224,9.1,13.8
604,38167.0,9.0,12.7,9.4,7.4,12.7,0.331848552339,2.7,0.0
605,44000.0,7.9,10.5,7.6,3.7,10.5,0.0507246376812,9.5,1.8
606,36827.0,19.9,1.4,14.2,13.9,1.4,0.417170495768,11.9,1.5
607,46806.0,5.6,5.4,10.1,4.3,5.4,0.100402617011,10.6,5.2
608,27464.0,16.5,3.7,10.0,14.6,3.7,0.580173775671,10.0,0.7
609,51208.0,9.1,7.5,4.6,5.8,7.5,0.0889679715302,6.4,2.7
610,38453.0,10.6,5.8,9.5,6.9,5.8,0.618304977946,8.2,0.6
611,37875.0,9.7,9.4,6.8,8.1,9.4,0.0,10.8,3.2
612,31328.0,13.1,4.3,12.5,6.4,4.3,0.62031997361,8.8,3.7
613,39909.0,8.5,10.0,13.6,5.7,10.0,0.0,7.4,7.7
614,28143.0,20.0,2.3,11.9,9.1,2.3,0.624546114742,3.5,0.6
615,29663.0,15.8,9.0,4.7,8.7,9.0,0.0434327577185,10.4,1.6
616,28150.0,32.3,5.4,8.3,21.7,5.4,0.538192928852,2.5,1.3
617,44867.0,11.3,6.5,7.7,10.7,6.5,0.128415300546,11.2,5.1
618,28173.0,19.0,3.6,11.9,14.2,3.6,0.46766280107,6.4,1.4
619,32230.0,12.7,6.6,12.7,8.6,6.6,0.0390984360626,6.0,2.4
620,24307.0,12.9,0.8,15.3,5.0,0.8,0.516638935108,5.4,2.5
621,47042.0,7.7,11.6,5.8,7.0,11.6,0.0382053978268,7.3,5.7
622,33048.0,26.4,11.0,6.0,8.9,11.0,0.657941701368,6.9,0.0
623,63606.0,19.3,19.8,1.0,9.0,19.8,0.0471633629528,11.3,10.5
624,33125.0,21.3,3.9,5.5,13.0,3.9,0.596961861668,6.0,1.8
625,62365.0,10.3,8.2,4.0,9.5,8.2,0.0087986463621,11.6,18.8
626,39327.0,11.0,3.4,9.1,8.1,3.4,0.605012354395,6.3,1.0
627,37679.0,7.7,11.7,4.8,7.7,11.7,0.0451592947727,10.9,2.7
628,37159.0,17.4,10.7,2.9,13.7,10.7,0.511223458038,7.2,2.4
629,40954.0,5.8,14.8,3.2,3.7,14.8,0.0,11.0,8.1
630,32609.0,15.1,6.7,11.0,15.1,6.7,0.354246365723,0.0,6.9
631,47734.0,7.5,8.7,2.9,6.4,8.7,0.0,12.6,11.0
632,31157.0,8.1,5.3,9.2,1.4,5.3,0.138364779874,3.2,6.8
633,61563.0,10.0,24.9,1.7,6.8,24.9,0.0,7.8,14.0
634,40431.0,16.8,5.4,1.8,12.2,5.4,0.332832080201,9.8,3.1
635,62396.0,11.6,22.3,5.3,5.8,22.3,0.0523364485981,7.7,3.6
636,32824.0,13.5,10.0,10.1,13.5,10.0,0.0,8.6,5.2
637,56758.0,10.0,11.9,0.0,3.5,11.9,0.0,8.2,20.5
638,27234.0,21.0,13.9,17.6,11.8,13.9,0.0113177041229,9.7,3.3
639,45938.0,10.3,10.1,4.4,1.7,10.1,0.0730519480519,5.7,8.2
640,39833.0,1.4,7.1,6.4,1.4,7.1,0.0169735327963,4.2,3.7
641,48233.0,2.6,2.0,10.2,2.6,2.0,0.0,35.6,2.6
642,50979.0,3.7,7.7,7.0,2.9,7.7,0.0,15.7,7.9
643,67614.0,1.0,15.5,8.4,1.0,15.5,0.0124760076775,11.7,20.0
